run_id,pool_id,token_pair,chain,pool_type,quote_method,quote_side,virtual_notional_usd,input_token,output_token,amount_in_raw,amount_out_raw,amount_in_usd,amount_out_usd,estimated_slippage_pct,estimated_price_impact_pct,sqrt_price_x96_after,initialized_ticks_crossed,gas_estimate,quote_block_number,quote_ts,quote_success,confidence,invalid_reason,read_only_safe,wallet_or_tx_touched,created_at
20260601_120001,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,1000,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,0x4200000000000000000000000000000000000006,725023484010,79534120611002231917,1000,157566.89687664207,0.0,3715806450670692.0,798760995392444065373191816323,254,28246589,46762953,1780315276,yes,medium,,yes,no,1780315276
20260601_120001,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,2000,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,0x4200000000000000000000000000000000000006,1450046968020,79479224803742752884,2000,157458.14151561004,0.0,1.4868314224852142e+16,1597795423040158863121433102667,254,28877491,46762953,1780315276,yes,medium,,yes,no,1780315276
20260601_120001,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,20,0x4200000000000000000000000000000000000006,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,10095282979808746,27641,20,3.812428232961395e-05,99.99980937858835,0.10460377919086414,131104419785583747873060,0,175056,46762953,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,100,0x4200000000000000000000000000000000000006,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,50476414899043733,138199,100,0.00019061313605406164,99.99980938686394,0.09176583499417251,131096012753699914473074,0,193208,46762953,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,500,0x4200000000000000000000000000000000000006,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,252382074495218667,690775,500,0.0009527622418233449,99.99980944755164,0.027613143105295432,131053993762049474145541,0,193208,46762953,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,1000,0x4200000000000000000000000000000000000006,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,504764148990437334,1380997,1000,0.0019047617497322772,99.99980952382502,0.052491025633469024,131001507885949673987278,0,193222,46762953,1780315276,yes,medium,,yes,no,1780315276
20260601_120001,0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,cbBTC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,2000,0x4200000000000000000000000000000000000006,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,1009528297980874669,2759784,2000,0.0038064753223382404,99.99980967623388,0.21244453602400762,130896640132822005075250,1,260124,46762953,1780315276,yes,medium,,yes,no,1780315276
20260601_120001,0x160d7e9d948b16c163332a277b393c288408eb12,cbBTC/USDC,base,concentrated_liquidity,pool_math_fallback,token0_to_token1,20,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,14500469680,19999999,20,19.999999,5e-06,0.0,,,,46762954,1780315276,yes,medium,staticcall_failed:RuntimeError,yes,no,1780315276
20260601_120001,0x160d7e9d948b16c163332a277b393c288408eb12,cbBTC/USDC,base,concentrated_liquidity,pool_math_fallback,token0_to_token1,100,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,72502348401,99999999,100,99.999999,1e-06,0.0,,,,46762954,1780315276,yes,medium,staticcall_failed:RuntimeError,yes,no,1780315276
20260601_120001,0x160d7e9d948b16c163332a277b393c288408eb12,cbBTC/USDC,base,concentrated_liquidity,pool_math_fallback,token0_to_token1,500,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,362511742005,499999999,500,499.999999,2e-07,0.0,,,,46762954,1780315276,yes,low,staticcall_failed:RuntimeError,yes,no,1780315276
20260601_120001,0x160d7e9d948b16c163332a277b393c288408eb12,cbBTC/USDC,base,concentrated_liquidity,pool_math_fallback,token0_to_token1,1000,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,725023484010,999999999,1000,999.999999,1e-07,0.0,,,,46762954,1780315276,yes,low,staticcall_failed:RuntimeError,yes,no,1780315276
20260601_120001,0x160d7e9d948b16c163332a277b393c288408eb12,cbBTC/USDC,base,concentrated_liquidity,pool_math_fallback,token0_to_token1,2000,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,1450046968020,1999999999,2000,1999.999999,5e-08,0.0,,,,46762954,1780315276,yes,low,staticcall_failed:RuntimeError,yes,no,1780315276
20260601_120001,0x160d7e9d948b16c163332a277b393c288408eb12,cbBTC/USDC,base,concentrated_liquidity,pool_math_fallback,token1_to_token0,20,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,20000000,14500469680,20,19.999999999722398,1.388006412173085e-09,0.0,,,,46762954,1780315276,yes,medium,staticcall_failed:RuntimeError,yes,no,1780315276
20260601_120001,0x160d7e9d948b16c163332a277b393c288408eb12,cbBTC/USDC,base,concentrated_liquidity,pool_math_fallback,token1_to_token0,100,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,100000000,72502348401,100,99.99999999999126,8.740744157674865e-12,0.0,,,,46762954,1780315276,yes,medium,staticcall_failed:RuntimeError,yes,no,1780315276
20260601_120001,0x160d7e9d948b16c163332a277b393c288408eb12,cbBTC/USDC,base,concentrated_liquidity,pool_math_fallback,token1_to_token0,500,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,500000000,362511742005,500,499.9999999999563,8.740744157674865e-12,0.0,,,,46762954,1780315276,yes,low,staticcall_failed:RuntimeError,yes,no,1780315276
20260601_120001,0x160d7e9d948b16c163332a277b393c288408eb12,cbBTC/USDC,base,concentrated_liquidity,pool_math_fallback,token1_to_token0,1000,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,1000000000,725023484010,1000,999.9999999999126,8.740744157674865e-12,0.0,,,,46762954,1780315276,yes,low,staticcall_failed:RuntimeError,yes,no,1780315276
20260601_120001,0x160d7e9d948b16c163332a277b393c288408eb12,cbBTC/USDC,base,concentrated_liquidity,pool_math_fallback,token1_to_token0,2000,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,2000000000,1450046968020,2000,1999.9999999998251,8.740744157674865e-12,0.0,,,,46762954,1780315276,yes,low,staticcall_failed:RuntimeError,yes,no,1780315276
20260601_120001,0x42d4a22cad0f5a49681a5715ce994af73a43b76b,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF/0x4200000000000000000000000000000000000006,base,concentrated_liquidity,rejected,token0_to_token1,20,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,0x4200000000000000000000000000000000000006,,,20,,,,,,,,1780315276,no,low,missing_token_decimals,yes,no,1780315276
20260601_120001,0x42d4a22cad0f5a49681a5715ce994af73a43b76b,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF/0x4200000000000000000000000000000000000006,base,concentrated_liquidity,rejected,token0_to_token1,100,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,0x4200000000000000000000000000000000000006,,,100,,,,,,,,1780315276,no,low,missing_token_decimals,yes,no,1780315276
20260601_120001,0x42d4a22cad0f5a49681a5715ce994af73a43b76b,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF/0x4200000000000000000000000000000000000006,base,concentrated_liquidity,rejected,token0_to_token1,500,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,0x4200000000000000000000000000000000000006,,,500,,,,,,,,1780315276,no,low,missing_token_decimals,yes,no,1780315276
20260601_120001,0x42d4a22cad0f5a49681a5715ce994af73a43b76b,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF/0x4200000000000000000000000000000000000006,base,concentrated_liquidity,rejected,token0_to_token1,1000,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,0x4200000000000000000000000000000000000006,,,1000,,,,,,,,1780315276,no,low,missing_token_decimals,yes,no,1780315276
20260601_120001,0x42d4a22cad0f5a49681a5715ce994af73a43b76b,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF/0x4200000000000000000000000000000000000006,base,concentrated_liquidity,rejected,token0_to_token1,2000,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,0x4200000000000000000000000000000000000006,,,2000,,,,,,,,1780315276,no,low,missing_token_decimals,yes,no,1780315276
20260601_120001,0x42d4a22cad0f5a49681a5715ce994af73a43b76b,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF/0x4200000000000000000000000000000000000006,base,concentrated_liquidity,rejected,token1_to_token0,20,0x4200000000000000000000000000000000000006,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,,,20,,,,,,,,1780315276,no,low,missing_token_decimals,yes,no,1780315276
20260601_120001,0x42d4a22cad0f5a49681a5715ce994af73a43b76b,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF/0x4200000000000000000000000000000000000006,base,concentrated_liquidity,rejected,token1_to_token0,100,0x4200000000000000000000000000000000000006,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,,,100,,,,,,,,1780315276,no,low,missing_token_decimals,yes,no,1780315276
20260601_120001,0x42d4a22cad0f5a49681a5715ce994af73a43b76b,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF/0x4200000000000000000000000000000000000006,base,concentrated_liquidity,rejected,token1_to_token0,500,0x4200000000000000000000000000000000000006,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,,,500,,,,,,,,1780315276,no,low,missing_token_decimals,yes,no,1780315276
20260601_120001,0x42d4a22cad0f5a49681a5715ce994af73a43b76b,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF/0x4200000000000000000000000000000000000006,base,concentrated_liquidity,rejected,token1_to_token0,1000,0x4200000000000000000000000000000000000006,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,,,1000,,,,,,,,1780315276,no,low,missing_token_decimals,yes,no,1780315276
20260601_120001,0x42d4a22cad0f5a49681a5715ce994af73a43b76b,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF/0x4200000000000000000000000000000000000006,base,concentrated_liquidity,rejected,token1_to_token0,2000,0x4200000000000000000000000000000000000006,0xCBB7C0000AB88B473B1F5AFD9EF808440EED33BF,,,2000,,,,,,,,1780315276,no,low,missing_token_decimals,yes,no,1780315276
20260601_120001,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,20,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0x4200000000000000000000000000000000000006,20000000,9010287911931703,20,17.85049102626027,10.747544868698656,13.753686127283324,3759363505801597251250495,5,347128,46762956,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,100,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0x4200000000000000000000000000000000000006,100000000,43536341203416762,100,86.25085852569444,13.749141474305556,21.40685713676547,3883767205028263353367572,7,412311,46762956,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,500,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0x4200000000000000000000000000000000000006,500000000,181710632382893062,500,359.99116170656475,28.001767658687054,57.22771762373838,4419734046910751275847654,11,588232,46762956,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,1000,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0x4200000000000000000000000000000000000006,1000000000,293856784271956456,1000,582.1665125379645,41.783348746203544,305982.24895867455,195007203210436537510187322,21,1423035,46762956,1780315276,yes,medium,,yes,no,1780315276
20260601_120001,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,2000,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0x4200000000000000000000000000000000000006,2000000000,293871777581198970,2000,582.1962161317568,70.89018919341216,14815878.557731139,1356740384287400963632997048,22,1659311,46762956,1780315276,yes,medium,,yes,no,1780315276
20260601_120001,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,20,0x4200000000000000000000000000000000000006,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,10095282979808746,3439490,20,3.43949,82.80255,97.68302681323485,536527622250738036955766,1,341591,46762956,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,100,0x4200000000000000000000000000000000000006,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,50476414899043733,3853088,100,3.853088,96.146912,99.88430376970553,119892270862038194123230,1,476710,46762956,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,500,0x4200000000000000000000000000000000000006,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,252382074495218667,3947727,500,3.947727,99.2104546,99.9951471283164,24554493828664698135203,1,622923,46762956,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,1000,0x4200000000000000000000000000000000000006,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,504764148990437334,3959876,1000,3.959876,99.6040124,99.99877946277694,12314225330849797139094,1,679209,46762956,1780315276,yes,medium,,yes,no,1780315276
20260601_120001,0xd0b53d9277642d899df5c87a3966a349a798f224,USDC/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,2000,0x4200000000000000000000000000000000000006,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,1009528297980874669,3965977,2000,3.965977,99.80170115,99.99969394456562,6166399098934149324708,1,735553,46762956,1780315276,yes,medium,,yes,no,1780315276
20260601_120001,0xa41bc0affba7fd420d186b84899d7ab2ac57fcd1,0xFDE4C96C8593536E31F229EA8F37B2ADA2699BB2/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,base,concentrated_liquidity,rejected,token0_to_token1,20,0xFDE4C96C8593536E31F229EA8F37B2ADA2699BB2,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,,,20,,,,,,,,1780315276,no,low,missing_token_decimals,yes,no,1780315276
20260601_120001,0xa41bc0affba7fd420d186b84899d7ab2ac57fcd1,0xFDE4C96C8593536E31F229EA8F37B2ADA2699BB2/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,base,concentrated_liquidity,rejected,token0_to_token1,100,0xFDE4C96C8593536E31F229EA8F37B2ADA2699BB2,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,,,100,,,,,,,,1780315276,no,low,missing_token_decimals,yes,no,1780315276
20260601_120001,0xa41bc0affba7fd420d186b84899d7ab2ac57fcd1,0xFDE4C96C8593536E31F229EA8F37B2ADA2699BB2/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,base,concentrated_liquidity,rejected,token0_to_token1,500,0xFDE4C96C8593536E31F229EA8F37B2ADA2699BB2,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,,,500,,,,,,,,1780315276,no,low,missing_token_decimals,yes,no,1780315276
20260601_120001,0xa41bc0affba7fd420d186b84899d7ab2ac57fcd1,0xFDE4C96C8593536E31F229EA8F37B2ADA2699BB2/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,base,concentrated_liquidity,rejected,token0_to_token1,1000,0xFDE4C96C8593536E31F229EA8F37B2ADA2699BB2,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,,,1000,,,,,,,,1780315276,no,low,missing_token_decimals,yes,no,1780315276
20260601_120001,0xa41bc0affba7fd420d186b84899d7ab2ac57fcd1,0xFDE4C96C8593536E31F229EA8F37B2ADA2699BB2/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,base,concentrated_liquidity,rejected,token0_to_token1,2000,0xFDE4C96C8593536E31F229EA8F37B2ADA2699BB2,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,,,2000,,,,,,,,1780315276,no,low,missing_token_decimals,yes,no,1780315276
20260601_120001,0xa41bc0affba7fd420d186b84899d7ab2ac57fcd1,0xFDE4C96C8593536E31F229EA8F37B2ADA2699BB2/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,base,concentrated_liquidity,rejected,token1_to_token0,20,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0xFDE4C96C8593536E31F229EA8F37B2ADA2699BB2,,,20,,,,,,,,1780315276,no,low,missing_token_decimals,yes,no,1780315276
20260601_120001,0xa41bc0affba7fd420d186b84899d7ab2ac57fcd1,0xFDE4C96C8593536E31F229EA8F37B2ADA2699BB2/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,base,concentrated_liquidity,rejected,token1_to_token0,100,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0xFDE4C96C8593536E31F229EA8F37B2ADA2699BB2,,,100,,,,,,,,1780315276,no,low,missing_token_decimals,yes,no,1780315276
20260601_120001,0xa41bc0affba7fd420d186b84899d7ab2ac57fcd1,0xFDE4C96C8593536E31F229EA8F37B2ADA2699BB2/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,base,concentrated_liquidity,rejected,token1_to_token0,500,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0xFDE4C96C8593536E31F229EA8F37B2ADA2699BB2,,,500,,,,,,,,1780315276,no,low,missing_token_decimals,yes,no,1780315276
20260601_120001,0xa41bc0affba7fd420d186b84899d7ab2ac57fcd1,0xFDE4C96C8593536E31F229EA8F37B2ADA2699BB2/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,base,concentrated_liquidity,rejected,token1_to_token0,1000,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0xFDE4C96C8593536E31F229EA8F37B2ADA2699BB2,,,1000,,,,,,,,1780315276,no,low,missing_token_decimals,yes,no,1780315276
20260601_120001,0xa41bc0affba7fd420d186b84899d7ab2ac57fcd1,0xFDE4C96C8593536E31F229EA8F37B2ADA2699BB2/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,base,concentrated_liquidity,rejected,token1_to_token0,2000,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0xFDE4C96C8593536E31F229EA8F37B2ADA2699BB2,,,2000,,,,,,,,1780315276,no,low,missing_token_decimals,yes,no,1780315276
20260601_120001,0x3f0296bf652e19bca772ec3df08b32732f93014a,VIRTUAL/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,20,0x0B3E328455C4059EEB9E3F84B5543F74E24E7E1B,0x4200000000000000000000000000000000000006,28346705292647188862,10082223503773578,20,19.97412756816963,0.12936215915183893,0.08303273625037563,1494538681260535556936378608,1,167283,46762958,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0x3f0296bf652e19bca772ec3df08b32732f93014a,VIRTUAL/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,100,0x0B3E328455C4059EEB9E3F84B5543F74E24E7E1B,0x4200000000000000000000000000000000000006,141733526463235944314,50391469290105664,100,99.83171227768857,0.16828772231143296,0.12200440524843782,1494247187488559437065087231,1,167012,46762958,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0x3f0296bf652e19bca772ec3df08b32732f93014a,VIRTUAL/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,500,0x0B3E328455C4059EEB9E3F84B5543F74E24E7E1B,0x4200000000000000000000000000000000000006,708667632316179721572,251945649277824442,500,499.13538784743906,0.17292243051219292,0.1312779038083259,1494177816749184023332450227,1,167986,46762958,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0x3f0296bf652e19bca772ec3df08b32732f93014a,VIRTUAL/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,1000,0x0B3E328455C4059EEB9E3F84B5543F74E24E7E1B,0x4200000000000000000000000000000000000006,1417335264632359443145,504048625469972533,1000,998.5824597053972,0.1417540294602732,0.14336186252715832,1494087417428533091793278162,1,132290,46762958,1780315276,yes,medium,,yes,no,1780315276
20260601_120001,0x3f0296bf652e19bca772ec3df08b32732f93014a,VIRTUAL/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token0_to_token1,2000,0x0B3E328455C4059EEB9E3F84B5543F74E24E7E1B,0x4200000000000000000000000000000000000006,2834670529264718886290,1007980224894880089,2000,1996.933076390051,0.1533461804974494,0.16654444564192086,1493913974696415748736664655,1,132247,46762958,1780315276,yes,medium,,yes,no,1780315276
20260601_120001,0x3f0296bf652e19bca772ec3df08b32732f93014a,VIRTUAL/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,20,0x4200000000000000000000000000000000000006,0x0B3E328455C4059EEB9E3F84B5543F74E24E7E1B,10095282979808746,28358318324118210547,20,20.00819356701326,0.0,0.08697695339916459,1494509182550592586977401164,1,166378,46762958,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0x3f0296bf652e19bca772ec3df08b32732f93014a,VIRTUAL/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,100,0x4200000000000000000000000000000000000006,0x0B3E328455C4059EEB9E3F84B5543F74E24E7E1B,50476414899043733,141790143281491961587,100,100.0399459603305,0.0,0.0849357864532704,1494524448464237674017004652,1,166409,46762958,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0x3f0296bf652e19bca772ec3df08b32732f93014a,VIRTUAL/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,500,0x4200000000000000000000000000000000000006,0x0B3E328455C4059EEB9E3F84B5543F74E24E7E1B,252382074495218667,708914510148991435859,500,500.1741844988777,0.0,0.07472963897778684,1494600778032463109215022092,1,167181,46762958,1780315276,yes,high,,yes,no,1780315276
20260601_120001,0x3f0296bf652e19bca772ec3df08b32732f93014a,VIRTUAL/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,1000,0x4200000000000000000000000000000000000006,0x0B3E328455C4059EEB9E3F84B5543F74E24E7E1B,504764148990437334,1417534567193457519522,1000,1000.1406177959947,0.0,0.048422813390340165,1494797503117181698310870984,1,167171,46762958,1780315276,yes,medium,,yes,no,1780315276
20260601_120001,0x3f0296bf652e19bca772ec3df08b32732f93014a,VIRTUAL/WETH,base,concentrated_liquidity,quoter_v2_staticcall,token1_to_token0,2000,0x4200000000000000000000000000000000000006,0x0B3E328455C4059EEB9E3F84B5543F74E24E7E1B,1009528297980874669,2834739279696588407206,2000,2000.0485068237454,0.0,0.025160416761656652,1494971440089453985500770334,1,167183,46762958,1780315276,yes,medium,,yes,no,1780315276
20260601_120001,0x0ab02e160f0df68dc049b012c514857306960eae,0x11030F79109269D796FD0FB956D6244E502757F7/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,base,concentrated_liquidity,rejected,token0_to_token1,20,0x11030F79109269D796FD0FB956D6244E502757F7,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,,,20,,,,,,,,1780315276,no,low,missing_token_decimals,yes,no,1780315276
20260601_120001,0x0ab02e160f0df68dc049b012c514857306960eae,0x11030F79109269D796FD0FB956D6244E502757F7/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,base,concentrated_liquidity,rejected,token0_to_token1,100,0x11030F79109269D796FD0FB956D6244E502757F7,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,,,100,,,,,,,,1780315276,no,low,missing_token_decimals,yes,no,1780315276
20260601_120001,0x0ab02e160f0df68dc049b012c514857306960eae,0x11030F79109269D796FD0FB956D6244E502757F7/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,base,concentrated_liquidity,rejected,token0_to_token1,500,0x11030F79109269D796FD0FB956D6244E502757F7,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,,,500,,,,,,,,1780315276,no,low,missing_token_decimals,yes,no,1780315276
20260601_120001,0x0ab02e160f0df68dc049b012c514857306960eae,0x11030F79109269D796FD0FB956D6244E502757F7/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,base,concentrated_liquidity,rejected,token0_to_token1,1000,0x11030F79109269D796FD0FB956D6244E502757F7,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,,,1000,,,,,,,,1780315276,no,low,missing_token_decimals,yes,no,1780315276
20260601_120001,0x0ab02e160f0df68dc049b012c514857306960eae,0x11030F79109269D796FD0FB956D6244E502757F7/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,base,concentrated_liquidity,rejected,token0_to_token1,2000,0x11030F79109269D796FD0FB956D6244E502757F7,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,,,2000,,,,,,,,1780315276,no,low,missing_token_decimals,yes,no,1780315276
20260601_120001,0x0ab02e160f0df68dc049b012c514857306960eae,0x11030F79109269D796FD0FB956D6244E502757F7/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,base,concentrated_liquidity,rejected,token1_to_token0,20,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0x11030F79109269D796FD0FB956D6244E502757F7,,,20,,,,,,,,1780315276,no,low,missing_token_decimals,yes,no,1780315276
20260601_120001,0x0ab02e160f0df68dc049b012c514857306960eae,0x11030F79109269D796FD0FB956D6244E502757F7/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,base,concentrated_liquidity,rejected,token1_to_token0,100,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0x11030F79109269D796FD0FB956D6244E502757F7,,,100,,,,,,,,1780315276,no,low,missing_token_decimals,yes,no,1780315276
20260601_120001,0x0ab02e160f0df68dc049b012c514857306960eae,0x11030F79109269D796FD0FB956D6244E502757F7/0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,base,concentrated_liquidity,rejected,token1_to_token0,500,0x833589FCD6EDB6E08F4C7C32D4F71B54BDA02913,0x11030F79109269D796FD0FB956D6244E502757F7,,,500,,,,,,,,1780315276,no,low,missing_token_decimals,yes,no,1780315276
