pool_address,notional_usd,hold_window,scenario,gross_fee_usd,il_lvr_cost_usd,total_cost_usd,net_ev_usd,net_ev_pct,confidence,heuristic,data_source,scope,invalid_reason
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,10,15m,zero_il_lvr,7.5e-06,0.0,0.15588,-0.155872,-1.558725,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,2h,zero_il_lvr,0.000375,0.0,0.15588,-0.155505,-0.031101,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,2h,optimistic,0.000375,0.5,0.15588,-0.655505,-0.131101,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,2h,realistic,0.000375,2.5,0.15588,-2.655505,-0.531101,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,2h,conservative,0.000375,10.0,0.15588,-10.155505,-2.031101,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,6h,zero_il_lvr,0.000375,0.0,0.15588,-0.155505,-0.031101,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,6h,optimistic,0.000375,0.5,0.15588,-0.655505,-0.131101,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,6h,realistic,0.000375,2.5,0.15588,-2.655505,-0.531101,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,6h,conservative,0.000375,10.0,0.15588,-10.155505,-2.031101,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,24h,zero_il_lvr,0.000375,0.0,0.15588,-0.155505,-0.031101,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,24h,optimistic,0.000375,0.5,0.15588,-0.655505,-0.131101,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,24h,realistic,0.000375,2.5,0.15588,-2.655505,-0.531101,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,24h,conservative,0.000375,10.0,0.15588,-10.155505,-2.031101,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,7d,zero_il_lvr,0.000375,0.0,0.15588,-0.155505,-0.031101,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,7d,optimistic,0.000375,0.5,0.15588,-0.655505,-0.131101,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,7d,realistic,0.000375,2.5,0.15588,-2.655505,-0.531101,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,500,7d,conservative,0.000375,10.0,0.15588,-10.155505,-2.031101,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1000,15m,zero_il_lvr,0.00075,0.0,0.15588,-0.15513,-0.015513,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1000,15m,optimistic,0.00075,1.0,0.15588,-1.15513,-0.115513,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1000,15m,realistic,0.00075,5.0,0.15588,-5.15513,-0.515513,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1000,15m,conservative,0.00075,20.0,0.15588,-20.15513,-2.015513,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1000,30m,zero_il_lvr,0.00075,0.0,0.15588,-0.15513,-0.015513,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1000,30m,optimistic,0.00075,1.0,0.15588,-1.15513,-0.115513,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1000,30m,realistic,0.00075,5.0,0.15588,-5.15513,-0.515513,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1000,30m,conservative,0.00075,20.0,0.15588,-20.15513,-2.015513,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1000,1h,zero_il_lvr,0.00075,0.0,0.15588,-0.15513,-0.015513,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1000,1h,optimistic,0.00075,1.0,0.15588,-1.15513,-0.115513,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1000,1h,realistic,0.00075,5.0,0.15588,-5.15513,-0.515513,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1000,1h,conservative,0.00075,20.0,0.15588,-20.15513,-2.015513,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1000,2h,zero_il_lvr,0.00075,0.0,0.15588,-0.15513,-0.015513,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1000,2h,optimistic,0.00075,1.0,0.15588,-1.15513,-0.115513,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1000,2h,realistic,0.00075,5.0,0.15588,-5.15513,-0.515513,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1000,2h,conservative,0.00075,20.0,0.15588,-20.15513,-2.015513,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1000,6h,zero_il_lvr,0.00075,0.0,0.15588,-0.15513,-0.015513,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1000,6h,optimistic,0.00075,1.0,0.15588,-1.15513,-0.115513,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1000,6h,realistic,0.00075,5.0,0.15588,-5.15513,-0.515513,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1000,6h,conservative,0.00075,20.0,0.15588,-20.15513,-2.015513,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1000,24h,zero_il_lvr,0.00075,0.0,0.15588,-0.15513,-0.015513,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1000,24h,optimistic,0.00075,1.0,0.15588,-1.15513,-0.115513,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1000,24h,realistic,0.00075,5.0,0.15588,-5.15513,-0.515513,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1000,24h,conservative,0.00075,20.0,0.15588,-20.15513,-2.015513,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1000,7d,zero_il_lvr,0.00075,0.0,0.15588,-0.15513,-0.015513,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1000,7d,optimistic,0.00075,1.0,0.15588,-1.15513,-0.115513,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1000,7d,realistic,0.00075,5.0,0.15588,-5.15513,-0.515513,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,1000,7d,conservative,0.00075,20.0,0.15588,-20.15513,-2.015513,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2000,15m,zero_il_lvr,0.0015,0.0,0.15588,-0.15438,-0.007719,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2000,15m,optimistic,0.0015,2.0,0.15588,-2.15438,-0.107719,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2000,15m,realistic,0.0015,10.0,0.15588,-10.15438,-0.507719,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2000,15m,conservative,0.0015,40.0,0.15588,-40.15438,-2.007719,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2000,30m,zero_il_lvr,0.0015,0.0,0.15588,-0.15438,-0.007719,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2000,30m,optimistic,0.0015,2.0,0.15588,-2.15438,-0.107719,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2000,30m,realistic,0.0015,10.0,0.15588,-10.15438,-0.507719,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2000,30m,conservative,0.0015,40.0,0.15588,-40.15438,-2.007719,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2000,1h,zero_il_lvr,0.0015,0.0,0.15588,-0.15438,-0.007719,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2000,1h,optimistic,0.0015,2.0,0.15588,-2.15438,-0.107719,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2000,1h,realistic,0.0015,10.0,0.15588,-10.15438,-0.507719,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2000,1h,conservative,0.0015,40.0,0.15588,-40.15438,-2.007719,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2000,2h,zero_il_lvr,0.0015,0.0,0.15588,-0.15438,-0.007719,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2000,2h,optimistic,0.0015,2.0,0.15588,-2.15438,-0.107719,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2000,2h,realistic,0.0015,10.0,0.15588,-10.15438,-0.507719,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2000,2h,conservative,0.0015,40.0,0.15588,-40.15438,-2.007719,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2000,6h,zero_il_lvr,0.0015,0.0,0.15588,-0.15438,-0.007719,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2000,6h,optimistic,0.0015,2.0,0.15588,-2.15438,-0.107719,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2000,6h,realistic,0.0015,10.0,0.15588,-10.15438,-0.507719,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2000,6h,conservative,0.0015,40.0,0.15588,-40.15438,-2.007719,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2000,24h,zero_il_lvr,0.0015,0.0,0.15588,-0.15438,-0.007719,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2000,24h,optimistic,0.0015,2.0,0.15588,-2.15438,-0.107719,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2000,24h,realistic,0.0015,10.0,0.15588,-10.15438,-0.507719,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2000,24h,conservative,0.0015,40.0,0.15588,-40.15438,-2.007719,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2000,7d,zero_il_lvr,0.0015,0.0,0.15588,-0.15438,-0.007719,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2000,7d,optimistic,0.0015,2.0,0.15588,-2.15438,-0.107719,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2000,7d,realistic,0.0015,10.0,0.15588,-10.15438,-0.507719,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
9DiruRpjnAnzhn6ts5HGLouHtJrT1JGsPbXNYCrFz2ad,2000,7d,conservative,0.0015,40.0,0.15588,-40.15438,-2.007719,0.4,True,V4+V6+V7+V8 heuristic; mark heuristic,partial_pool2_only,no actual volume / no realized IL; scenario-based heuristic
