pool_id,token_pair,fee_tier_raw,notional_usd,hold_window,hold_seconds,fee_velocity_window_used,scenario,fee_proxy_usd,fixed_cost_usd,il_lvr_proxy_usd,net_ev_proxy_usd,net_ev_proxy_pct,confidence,fee_ready
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,2000,30m,1800,72h,conservative,0.000120,0.015255,0.208333,-0.223469,-0.0112,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,20,1h,3600,72h,zero_il_lvr,0.000002,0.015255,0.000000,-0.015253,-0.0763,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,20,1h,3600,72h,optimistic,0.000002,0.015255,0.000417,-0.015670,-0.0783,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,20,1h,3600,72h,realistic,0.000002,0.015255,0.001667,-0.016920,-0.0846,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,20,1h,3600,72h,conservative,0.000002,0.015255,0.004167,-0.019420,-0.0971,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,100,1h,3600,72h,zero_il_lvr,0.000012,0.015255,0.000000,-0.015244,-0.0152,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,100,1h,3600,72h,optimistic,0.000012,0.015255,0.002083,-0.017327,-0.0173,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,100,1h,3600,72h,realistic,0.000012,0.015255,0.008333,-0.023577,-0.0236,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,100,1h,3600,72h,conservative,0.000012,0.015255,0.020833,-0.036077,-0.0361,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,500,1h,3600,72h,zero_il_lvr,0.000060,0.015255,0.000000,-0.015196,-0.0030,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,500,1h,3600,72h,optimistic,0.000060,0.015255,0.010417,-0.025612,-0.0051,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,500,1h,3600,72h,realistic,0.000060,0.015255,0.041667,-0.056862,-0.0114,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,500,1h,3600,72h,conservative,0.000060,0.015255,0.104167,-0.119362,-0.0239,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,1000,1h,3600,72h,zero_il_lvr,0.000120,0.015255,0.000000,-0.015136,-0.0015,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,1000,1h,3600,72h,optimistic,0.000120,0.015255,0.020833,-0.035969,-0.0036,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,1000,1h,3600,72h,realistic,0.000120,0.015255,0.083333,-0.098469,-0.0098,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,1000,1h,3600,72h,conservative,0.000120,0.015255,0.208333,-0.223469,-0.0223,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,2000,1h,3600,72h,zero_il_lvr,0.000240,0.015255,0.000000,-0.015016,-0.0008,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,2000,1h,3600,72h,optimistic,0.000240,0.015255,0.041667,-0.056683,-0.0028,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,2000,1h,3600,72h,realistic,0.000240,0.015255,0.166667,-0.181683,-0.0091,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,2000,1h,3600,72h,conservative,0.000240,0.015255,0.416667,-0.431683,-0.0216,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,20,2h,7200,72h,zero_il_lvr,0.000005,0.015255,0.000000,-0.015251,-0.0763,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,20,2h,7200,72h,optimistic,0.000005,0.015255,0.000833,-0.016084,-0.0804,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,20,2h,7200,72h,realistic,0.000005,0.015255,0.003333,-0.018584,-0.0929,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,20,2h,7200,72h,conservative,0.000005,0.015255,0.008333,-0.023584,-0.1179,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,100,2h,7200,72h,zero_il_lvr,0.000024,0.015255,0.000000,-0.015232,-0.0152,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,100,2h,7200,72h,optimistic,0.000024,0.015255,0.004167,-0.019398,-0.0194,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,100,2h,7200,72h,realistic,0.000024,0.015255,0.016667,-0.031898,-0.0319,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,100,2h,7200,72h,conservative,0.000024,0.015255,0.041667,-0.056898,-0.0569,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,500,2h,7200,72h,zero_il_lvr,0.000120,0.015255,0.000000,-0.015136,-0.0030,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,500,2h,7200,72h,optimistic,0.000120,0.015255,0.020833,-0.035969,-0.0072,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,500,2h,7200,72h,realistic,0.000120,0.015255,0.083333,-0.098469,-0.0197,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,500,2h,7200,72h,conservative,0.000120,0.015255,0.208333,-0.223469,-0.0447,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,1000,2h,7200,72h,zero_il_lvr,0.000240,0.015255,0.000000,-0.015016,-0.0015,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,1000,2h,7200,72h,optimistic,0.000240,0.015255,0.041667,-0.056683,-0.0057,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,1000,2h,7200,72h,realistic,0.000240,0.015255,0.166667,-0.181683,-0.0182,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,1000,2h,7200,72h,conservative,0.000240,0.015255,0.416667,-0.431683,-0.0432,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,2000,2h,7200,72h,zero_il_lvr,0.000479,0.015255,0.000000,-0.014776,-0.0007,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,2000,2h,7200,72h,optimistic,0.000479,0.015255,0.083333,-0.098110,-0.0049,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,2000,2h,7200,72h,realistic,0.000479,0.015255,0.333333,-0.348110,-0.0174,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,2000,2h,7200,72h,conservative,0.000479,0.015255,0.833333,-0.848110,-0.0424,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,20,6h,21600,72h,zero_il_lvr,0.000014,0.015255,0.000000,-0.015241,-0.0762,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,20,6h,21600,72h,optimistic,0.000014,0.015255,0.002500,-0.017741,-0.0887,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,20,6h,21600,72h,realistic,0.000014,0.015255,0.010000,-0.025241,-0.1262,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,20,6h,21600,72h,conservative,0.000014,0.015255,0.025000,-0.040241,-0.2012,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,100,6h,21600,72h,zero_il_lvr,0.000072,0.015255,0.000000,-0.015184,-0.0152,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,100,6h,21600,72h,optimistic,0.000072,0.015255,0.012500,-0.027684,-0.0277,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,100,6h,21600,72h,realistic,0.000072,0.015255,0.050000,-0.065184,-0.0652,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,100,6h,21600,72h,conservative,0.000072,0.015255,0.125000,-0.140184,-0.1402,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,500,6h,21600,72h,zero_il_lvr,0.000359,0.015255,0.000000,-0.014896,-0.0030,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,500,6h,21600,72h,optimistic,0.000359,0.015255,0.062500,-0.077396,-0.0155,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,500,6h,21600,72h,realistic,0.000359,0.015255,0.250000,-0.264896,-0.0530,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,500,6h,21600,72h,conservative,0.000359,0.015255,0.625000,-0.639896,-0.1280,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,1000,6h,21600,72h,zero_il_lvr,0.000719,0.015255,0.000000,-0.014537,-0.0015,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,1000,6h,21600,72h,optimistic,0.000719,0.015255,0.125000,-0.139537,-0.0140,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,1000,6h,21600,72h,realistic,0.000719,0.015255,0.500000,-0.514537,-0.0515,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,1000,6h,21600,72h,conservative,0.000719,0.015255,1.250000,-1.264537,-0.1265,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,2000,6h,21600,72h,zero_il_lvr,0.001437,0.015255,0.000000,-0.013818,-0.0007,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,2000,6h,21600,72h,optimistic,0.001437,0.015255,0.250000,-0.263818,-0.0132,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,2000,6h,21600,72h,realistic,0.001437,0.015255,1.000000,-1.013818,-0.0507,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,2000,6h,21600,72h,conservative,0.001437,0.015255,2.500000,-2.513818,-0.1257,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,20,24h,86400,72h,zero_il_lvr,0.000057,0.015255,0.000000,-0.015198,-0.0760,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,20,24h,86400,72h,optimistic,0.000057,0.015255,0.010000,-0.025198,-0.1260,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,20,24h,86400,72h,realistic,0.000057,0.015255,0.040000,-0.055198,-0.2760,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,20,24h,86400,72h,conservative,0.000057,0.015255,0.100000,-0.115198,-0.5760,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,100,24h,86400,72h,zero_il_lvr,0.000287,0.015255,0.000000,-0.014968,-0.0150,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,100,24h,86400,72h,optimistic,0.000287,0.015255,0.050000,-0.064968,-0.0650,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,100,24h,86400,72h,realistic,0.000287,0.015255,0.200000,-0.214968,-0.2150,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,100,24h,86400,72h,conservative,0.000287,0.015255,0.500000,-0.514968,-0.5150,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,500,24h,86400,72h,zero_il_lvr,0.001437,0.015255,0.000000,-0.013818,-0.0028,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,500,24h,86400,72h,optimistic,0.001437,0.015255,0.250000,-0.263818,-0.0528,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,500,24h,86400,72h,realistic,0.001437,0.015255,1.000000,-1.013818,-0.2028,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,500,24h,86400,72h,conservative,0.001437,0.015255,2.500000,-2.513818,-0.5028,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,1000,24h,86400,72h,zero_il_lvr,0.002875,0.015255,0.000000,-0.012381,-0.0012,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,1000,24h,86400,72h,optimistic,0.002875,0.015255,0.500000,-0.512381,-0.0512,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,1000,24h,86400,72h,realistic,0.002875,0.015255,2.000000,-2.012381,-0.2012,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,1000,24h,86400,72h,conservative,0.002875,0.015255,5.000000,-5.012381,-0.5012,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,2000,24h,86400,72h,zero_il_lvr,0.005750,0.015255,0.000000,-0.009506,-0.0005,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,2000,24h,86400,72h,optimistic,0.005750,0.015255,1.000000,-1.009506,-0.0505,low,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,2000,24h,86400,72h,realistic,0.005750,0.015255,4.000000,-4.009506,-0.2005,medium,True
0x81a9b5f18179ce2bf8f001b8a634db80771f1824,USDC/WBNB,500,2000,24h,86400,72h,conservative,0.005750,0.015255,10.000000,-10.009506,-0.5005,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,20,15m,900,72h,zero_il_lvr,0.000000,0.015255,0.000000,-0.015255,-0.0763,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,20,15m,900,72h,optimistic,0.000000,0.015255,0.000104,-0.015360,-0.0768,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,20,15m,900,72h,realistic,0.000000,0.015255,0.000417,-0.015672,-0.0784,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,20,15m,900,72h,conservative,0.000000,0.015255,0.001042,-0.016297,-0.0815,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,100,15m,900,72h,zero_il_lvr,0.000000,0.015255,0.000000,-0.015255,-0.0153,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,100,15m,900,72h,optimistic,0.000000,0.015255,0.000521,-0.015776,-0.0158,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,100,15m,900,72h,realistic,0.000000,0.015255,0.002083,-0.017339,-0.0173,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,100,15m,900,72h,conservative,0.000000,0.015255,0.005208,-0.020464,-0.0205,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,500,15m,900,72h,zero_il_lvr,0.000001,0.015255,0.000000,-0.015255,-0.0031,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,500,15m,900,72h,optimistic,0.000001,0.015255,0.002604,-0.017859,-0.0036,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,500,15m,900,72h,realistic,0.000001,0.015255,0.010417,-0.025672,-0.0051,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,500,15m,900,72h,conservative,0.000001,0.015255,0.026042,-0.041297,-0.0083,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,1000,15m,900,72h,zero_il_lvr,0.000001,0.015255,0.000000,-0.015254,-0.0015,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,1000,15m,900,72h,optimistic,0.000001,0.015255,0.005208,-0.020463,-0.0020,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,1000,15m,900,72h,realistic,0.000001,0.015255,0.020833,-0.036088,-0.0036,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,1000,15m,900,72h,conservative,0.000001,0.015255,0.052083,-0.067338,-0.0067,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,2000,15m,900,72h,zero_il_lvr,0.000002,0.015255,0.000000,-0.015253,-0.0008,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,2000,15m,900,72h,optimistic,0.000002,0.015255,0.010417,-0.025670,-0.0013,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,2000,15m,900,72h,realistic,0.000002,0.015255,0.041667,-0.056920,-0.0028,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,2000,15m,900,72h,conservative,0.000002,0.015255,0.104167,-0.119420,-0.0060,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,20,30m,1800,72h,zero_il_lvr,0.000000,0.015255,0.000000,-0.015255,-0.0763,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,20,30m,1800,72h,optimistic,0.000000,0.015255,0.000208,-0.015464,-0.0773,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,20,30m,1800,72h,realistic,0.000000,0.015255,0.000833,-0.016089,-0.0804,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,20,30m,1800,72h,conservative,0.000000,0.015255,0.002083,-0.017339,-0.0867,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,100,30m,1800,72h,zero_il_lvr,0.000000,0.015255,0.000000,-0.015255,-0.0153,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,100,30m,1800,72h,optimistic,0.000000,0.015255,0.001042,-0.016297,-0.0163,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,100,30m,1800,72h,realistic,0.000000,0.015255,0.004167,-0.019422,-0.0194,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,100,30m,1800,72h,conservative,0.000000,0.015255,0.010417,-0.025672,-0.0257,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,500,30m,1800,72h,zero_il_lvr,0.000001,0.015255,0.000000,-0.015254,-0.0031,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,500,30m,1800,72h,optimistic,0.000001,0.015255,0.005208,-0.020463,-0.0041,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,500,30m,1800,72h,realistic,0.000001,0.015255,0.020833,-0.036088,-0.0072,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,500,30m,1800,72h,conservative,0.000001,0.015255,0.052083,-0.067338,-0.0135,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,1000,30m,1800,72h,zero_il_lvr,0.000002,0.015255,0.000000,-0.015253,-0.0015,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,1000,30m,1800,72h,optimistic,0.000002,0.015255,0.010417,-0.025670,-0.0026,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,1000,30m,1800,72h,realistic,0.000002,0.015255,0.041667,-0.056920,-0.0057,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,1000,30m,1800,72h,conservative,0.000002,0.015255,0.104167,-0.119420,-0.0119,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,2000,30m,1800,72h,zero_il_lvr,0.000005,0.015255,0.000000,-0.015251,-0.0008,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,2000,30m,1800,72h,optimistic,0.000005,0.015255,0.020833,-0.036084,-0.0018,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,2000,30m,1800,72h,realistic,0.000005,0.015255,0.083333,-0.098584,-0.0049,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,2000,30m,1800,72h,conservative,0.000005,0.015255,0.208333,-0.223584,-0.0112,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,20,1h,3600,72h,zero_il_lvr,0.000000,0.015255,0.000000,-0.015255,-0.0763,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,20,1h,3600,72h,optimistic,0.000000,0.015255,0.000417,-0.015672,-0.0784,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,20,1h,3600,72h,realistic,0.000000,0.015255,0.001667,-0.016922,-0.0846,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,20,1h,3600,72h,conservative,0.000000,0.015255,0.004167,-0.019422,-0.0971,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,100,1h,3600,72h,zero_il_lvr,0.000000,0.015255,0.000000,-0.015255,-0.0153,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,100,1h,3600,72h,optimistic,0.000000,0.015255,0.002083,-0.017338,-0.0173,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,100,1h,3600,72h,realistic,0.000000,0.015255,0.008333,-0.023588,-0.0236,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,100,1h,3600,72h,conservative,0.000000,0.015255,0.020833,-0.036088,-0.0361,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,500,1h,3600,72h,zero_il_lvr,0.000002,0.015255,0.000000,-0.015253,-0.0031,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,500,1h,3600,72h,optimistic,0.000002,0.015255,0.010417,-0.025670,-0.0051,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,500,1h,3600,72h,realistic,0.000002,0.015255,0.041667,-0.056920,-0.0114,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,500,1h,3600,72h,conservative,0.000002,0.015255,0.104167,-0.119420,-0.0239,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,1000,1h,3600,72h,zero_il_lvr,0.000005,0.015255,0.000000,-0.015251,-0.0015,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,1000,1h,3600,72h,optimistic,0.000005,0.015255,0.020833,-0.036084,-0.0036,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,1000,1h,3600,72h,realistic,0.000005,0.015255,0.083333,-0.098584,-0.0099,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,1000,1h,3600,72h,conservative,0.000005,0.015255,0.208333,-0.223584,-0.0224,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,2000,1h,3600,72h,zero_il_lvr,0.000009,0.015255,0.000000,-0.015246,-0.0008,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,2000,1h,3600,72h,optimistic,0.000009,0.015255,0.041667,-0.056913,-0.0028,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,2000,1h,3600,72h,realistic,0.000009,0.015255,0.166667,-0.181913,-0.0091,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,2000,1h,3600,72h,conservative,0.000009,0.015255,0.416667,-0.431913,-0.0216,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,20,2h,7200,72h,zero_il_lvr,0.000000,0.015255,0.000000,-0.015255,-0.0763,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,20,2h,7200,72h,optimistic,0.000000,0.015255,0.000833,-0.016089,-0.0804,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,20,2h,7200,72h,realistic,0.000000,0.015255,0.003333,-0.018589,-0.0929,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,20,2h,7200,72h,conservative,0.000000,0.015255,0.008333,-0.023589,-0.1179,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,100,2h,7200,72h,zero_il_lvr,0.000001,0.015255,0.000000,-0.015255,-0.0153,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,100,2h,7200,72h,optimistic,0.000001,0.015255,0.004167,-0.019421,-0.0194,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,100,2h,7200,72h,realistic,0.000001,0.015255,0.016667,-0.031921,-0.0319,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,100,2h,7200,72h,conservative,0.000001,0.015255,0.041667,-0.056921,-0.0569,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,500,2h,7200,72h,zero_il_lvr,0.000005,0.015255,0.000000,-0.015251,-0.0031,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,500,2h,7200,72h,optimistic,0.000005,0.015255,0.020833,-0.036084,-0.0072,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,500,2h,7200,72h,realistic,0.000005,0.015255,0.083333,-0.098584,-0.0197,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,500,2h,7200,72h,conservative,0.000005,0.015255,0.208333,-0.223584,-0.0447,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,1000,2h,7200,72h,zero_il_lvr,0.000009,0.015255,0.000000,-0.015246,-0.0015,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,1000,2h,7200,72h,optimistic,0.000009,0.015255,0.041667,-0.056913,-0.0057,low,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,1000,2h,7200,72h,realistic,0.000009,0.015255,0.166667,-0.181913,-0.0182,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,1000,2h,7200,72h,conservative,0.000009,0.015255,0.416667,-0.431913,-0.0432,medium,True
0xc721deccd986d54b39e8c29428a1f06155c3671e,USDC/WBNB,2500,2000,2h,7200,72h,zero_il_lvr,0.000019,0.015255,0.000000,-0.015237,-0.0008,low,True
